Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
Turkmenistan,2000,383.0,63.8,224.0,7,2.9,9,0.1,643.17518,4516131.0,0.0,0.0
Turkmenistan,2001,445.0,64.0,221.0,7,2.35,9,0.1,774.4763388,45648.0,0.0,10.2
Turkmenistan,2002,416.0,63.3,229.0,7,2.33,8,0.1,967.917468,4612.0,0.0,10.2
Turkmenistan,2003,377.0,63.4,231.0,7,2.88,8,0.1,1283.885977,4655741.0,0.0,10.3
Turkmenistan,2004,392.0,63.5,238.0,6,2.86,8,0.1,1453.917166,473398.0,0.0,10.3
Turkmenistan,2005,468.0,63.3,248.0,6,2.85,8,0.1,174.51475,4754641.0,0.0,10.3
Turkmenistan,2006,506.0,63.7,245.0,6,2.71,8,0.1,2136.66815,48115.0,0.0,10.4
Turkmenistan,2007,354.0,64.1,241.0,6,2.58,8,0.1,26.371428,487137.0,0.0,10.4
Turkmenistan,2008,484.0,64.5,235.0,6,2.4,8,0.1,394.467675,4935762.0,0.0,10.5
Turkmenistan,2009,165.0,65.6,215.0,6,2.35,8,0.1,436.459223,5795.0,0.0,10.5
Turkmenistan,2010,178.0,65.8,211.0,7,2.48,8,0.1,4439.23,58721.0,0.0,10.6
Turkmenistan,2011,130.0,65.6,217.0,7,2.55,8,0.1,5649.978486,517461.0,0.665,10.6
Turkmenistan,2012,138.0,65.6,22.0,7,2.75,8,0.1,6675.262954,5267839.0,0.672,10.7
Turkmenistan,2013,101.0,65.4,228.0,7,2.93,8,0.1,734.42525,5366277.0,0.678,10.7
Turkmenistan,2014,136.0,66.0,217.0,7,2.9,8,0.1,7962.365824,5466241.0,0.683,10.8
Turkmenistan,2015,133.0,66.3,215.0,6,2.9,7,0.1,6432.668768,5565284.0,0.688,10.8
Ukraine,2000,14467.0,67.5,257.0,6,4.49,8,0.7,635.789635,49175848.0,0.669,13.3
Ukraine,2001,13131.0,67.7,253.0,6,4.31,7,0.8,78.738243,48683865.0,0.673,13.2
Ukraine,2002,12536.0,67.6,256.0,6,4.89,7,0.9,879.475486,48225.0,0.683,13.9
Ukraine,2003,12313.0,67.6,256.0,6,5.92,6,0.9,148.522488,4781295.0,0.691,14.3
Ukraine,2004,11256.0,67.4,267.0,5,6.79,6,1.0,1367.352433,474516.0,0.7,14.6
Ukraine,2005,10621.0,67.0,278.0,5,7.31,6,0.9,1828.717626,471515.0,0.707,14.5
Ukraine,2006,10013.0,67.7,267.0,5,7.99,6,0.8,233.18831,4678775.0,0.716,14.7
Ukraine,2007,10032.0,67.5,277.0,5,8.86,6,0.7,368.68998,465935.0,0.723,14.8
Ukraine,2008,9454.0,67.7,273.0,5,9.46,6,0.4,3891.37823,462582.0,0.73,14.9
Ukraine,2009,9715.0,69.2,231.0,5,8.71,6,0.3,2545.48341,46533.0,0.734,14.9
Ukraine,2010,9089.0,69.8,212.0,5,8.39,6,0.2,2965.142365,45877.0,0.728,14.9
Ukraine,2011,8973.0,75.0,24.0,5,8.48,5,0.2,3569.75727,45761.0,0.734,14.9
Ukraine,2012,9058.0,77.0,25.0,5,8.44,5,0.2,3855.42128,455933.0,0.739,15.1
Ukraine,2014,7968.0,78.0,23.0,4,8.06,5,0.2,314.658296,45271947.0,0.746,15.2
Ukraine,2015,7574.0,71.3,195.0,4,8.06,5,0.2,2124.662666,4515429.0,0.748,15.3
United Arab Emirates,2005,96.0,75.3,92.0,1,1.79,1,0.1,39439.8197,4280433.0,0.818,12.6
United Arab Emirates,2006,90.0,75.4,89.0,1,1.74,1,0.1,42372.22166,4923879.0,0.823,12.8
United Arab Emirates,2007,101.0,75.6,87.0,1,1.69,1,0.1,42672.61323,5695389.0,0.826,12.9
United Arab Emirates,2008,100.0,75.8,85.0,1,1.86,1,0.1,45758.9554,6510358.0,0.829,13.1
United Arab Emirates,2009,124.0,76.0,84.0,1,1.73,1,0.1,3372.57517,7252480.0,0.831,13.2
United Arab Emirates,2010,111.0,76.2,82.0,1,1.69,1,0.1,3549.14832,7839736.0,0.826,13.3
United States of America,2000,29343.0,76.8,114.0,28,8.21,33,0.1,3549.14832,262246108.0,0.826,13.3
United States of America,2001,30607.0,76.9,115.0,28,8.25,33,0.1,3549.14832,265427546.0,0.826,13.3
United States of America,2002,31645.0,77.0,115.0,28,8.33,33,0.1,3549.14832,268759559.0,0.826,13.3
United States of America,2003,31477.0,77.2,114.0,28,8.4,33,0.1,3549.14832,271041510.0,0.826,13.3
United States of America,2004,32428.0,77.5,111.0,28,8.48,33,0.1,3549.14832,273584136.0,0.826,13.3
United States of America,2005,32629.0,77.5,112.0,28,8.52,33,0.1,3549.14832,276106680.0,0.826,13.3
United States of America,2006,33292.0,77.8,113.0,28,8.63,33,0.1,3549.14832,278980848.0,0.826,13.3
United States of America,2007,34596.0,78.1,11.0,27,8.74,32,0.1,3549.14832,280658606.0,0.826,13.3
United States of America,2008,36030.0,78.2,18.0,27,8.74,31,0.1,3549.14832,282355565.0,0.826,13.3
United States of America,2009,36900.0,78.5,18.0,26,8.71,31,0.1,3549.14832,285162662.0,0.826,13.3
United States of America,2010,38362.0,78.7,15.0,25,8.55,30,0.1,3549.14832,287839149.0,0.826,13.3
United States of America,2011,39508.0,78.7,16.0,25,8.67,29,0.1,3549.14832,290313825.0,0.826,13.3
United States of America,2012,40596.0,78.8,16.0,24,8.82,28,0.1,3549.14832,292827128.0,0.826,13.3
United States of America,2013,41143.0,78.9,16.0,23,8.82,27,0.1,3549.14832,295322862.0,0.826,13.3
United States of America,2014,42769.0,79.1,14.0,23,8.82,27,0.1,3549.14832,297749735.0,0.826,13.3
United States of America,2015,44189.0,79.3,13.0,23,8.82,26,0.1,3549.14832,300078511.0,0.826,13.3
Uruguay,2000,555.0,75.1,131.0,1,6.65,1,0.1,6871.897677,3321245.0,0.738,14.0
Uruguay,2001,499.0,75.2,123.0,1,6.48,1,0.1,6281.37747,332713.0,0.742,14.2
Uruguay,2002,675.0,75.4,124.0,1,5.86,1,0.1,488.768855,3327773.0,0.746,14.7
Uruguay,2003,535.0,75.4,121.0,1,5.11,1,0.1,3622.52284,3325637.0,0.747,15.0
Uruguay,2004,520.0,75.4,122.0,1,5.66,1,0.1,4117.38853,332496.0,0.75,15.5
Uruguay,2005,498.0,75.7,123.0,1,6.35,1,0.1,522.951116,3325612.0,0.753,15.5
Uruguay,2006,528.0,76.2,117.0,1,6.58,1,0.1,5877.87678,333143.0,0.756,15.2
Uruguay,2007,576.0,75.4,124.0,1,6.67,1,0.1,79.69746,3339741.0,0.76,15.3
Uruguay,2008,523.0,76.4,119.0,1,6.76,1,0.1,962.312164,335824.0,0.77,15.7
Uruguay,2009,511.0,76.6,118.0,0,6.67,1,0.1,9415.17386,3362755.0,0.774,15.5
Uruguay,2010,547.0,76.3,118.0,0,6.21,1,0.1,11938.212,3374415.0,0.777,15.6
Uruguay,2012,599.0,76.5,118.0,0,5.77,0,0.1,1592.6819,3396777.0,0.784,15.5
Uruguay,2013,546.0,76.8,117.0,0,5.82,0,0.1,16881.2568,3485.0,0.788,15.5
Uruguay,2014,591.0,76.8,117.0,0,6.03,0,0.1,16737.89827,3419546.0,0.791,15.5
Uruguay,2015,630.0,77.0,116.0,0,6.03,0,0.1,15524.84247,3431552.0,0.794,15.5
Uzbekistan,2000,1919.0,67.1,189.0,30,1.6,36,0.1,558.221144,24654.0,0.0,10.6
Uzbekistan,2001,1914.0,67.4,185.0,28,1.53,34,0.2,456.734892,2496445.0,0.594,10.7
Uzbekistan,2002,1576.0,67.1,186.0,27,1.47,32,0.2,383.3494997,2527185.0,0.6,11.0
Uzbekistan,2003,1416.0,67.2,183.0,25,1.54,30,0.3,396.129969,2556765.0,0.607,11.3
Uzbekistan,2004,1251.0,67.8,183.0,24,1.59,29,0.3,465.1198869,2586435.0,0.613,11.6
Uzbekistan,2005,1221.0,67.3,192.0,24,1.78,28,0.3,546.776852,26167.0,0.62,11.7
Uzbekistan,2009,1399.0,68.0,183.0,21,2.56,24,0.2,1213.265328,277674.0,0.651,11.8
Uzbekistan,2010,1464.0,68.3,183.0,20,2.73,23,0.2,1377.8214,285624.0,0.657,11.9
Uzbekistan,2011,1640.0,68.5,183.0,19,2.83,22,0.1,1564.966945,293394.0,0.664,12.0
Uzbekistan,2012,1835.0,68.8,184.0,18,0.01,21,0.1,174.468298,297745.0,0.673,12.0
Uzbekistan,2013,1950.0,69.1,185.0,17,0.01,19,0.1,197.551233,32432.0,0.681,12.0
Uzbekistan,2014,2095.0,69.2,184.0,16,0.01,18,0.1,25.448414,37577.0,0.69,12.1
Venezuela (Bolivarian Republic of),2000,1264.0,72.5,168.0,11,8.01,13,0.1,25.448414,21664935.0,0.67,10.6
Venezuela (Bolivarian Republic of),2001,1379.0,72.5,169.0,10,8.05,12,0.1,25.448414,22108044.0,0.672,10.4
Venezuela (Bolivarian Republic of),2002,1299.0,73.1,167.0,10,6.89,12,0.1,25.448414,22554558.0,0.684,11.0
Venezuela (Bolivarian Republic of),2003,1150.0,72.4,172.0,10,6.3,12,0.1,25.448414,23003836.0,0.688,11.6
Venezuela (Bolivarian Republic of),2004,1038.0,73.3,161.0,10,7.55,11,0.1,25.448414,23452474.0,0.687,11.6
Venezuela (Bolivarian Republic of),2005,1016.0,73.6,158.0,9,7.92,11,0.1,25.448414,23897676.0,0.7,11.8
Venezuela (Bolivarian Republic of),2006,945.0,73.6,163.0,9,8.27,11,0.1,25.448414,24332855.0,0.714,12.4
Venezuela (Bolivarian Republic of),2007,897.0,73.4,165.0,9,8.7,10,0.1,25.448414,24770950.0,0.728,12.9
Venezuela (Bolivarian Republic of),2008,870.0,73.2,168.0,9,8.18,10,0.1,25.448414,25209506.0,0.745,13.4
Venezuela (Bolivarian Republic of),2009,751.0,73.6,166.0,9,7.59,10,0.1,25.448414,25646139.0,0.754,14.0
Venezuela (Bolivarian Republic of),2010,775.0,73.7,158.0,9,7.22,10,0.1,25.448414,26078766.0,0.754,14.0
Venezuela (Bolivarian Republic of),2011,760.0,73.8,158.0,9,6.74,10,0.1,25.448414,26503892.0,0.756,14.1
Venezuela (Bolivarian Republic of),2012,731.0,73.7,161.0,9,6.7,10,0.1,25.448414,26926228.0,0.767,14.1
Venezuela (Bolivarian Republic of),2013,618.0,73.8,159.0,9,6.71,10,0.1,25.448414,27345912.0,0.77,14.2
